,Date,nps,Comment,comment
74,01-12-23 17:28,7,hacienda mas sencilla,SPECIFY WELL HOW TO MAKE THE RESERVATION
75,01-12-23 17:29,6,PROBLEMAS DE LA PAGINA ..... EN CARGAR CONSTANTES ERRORES,"I cannot reset my password, even when the codes to reset it arrive in my email."
76,01-12-23 17:30,10,Easy to reserve flights - cheap!,THE PAGE IS VERY SIMPLE TO FOLLOW IT HAS NO COMPLICATIONS FOR PEOPLE WHO DO NOT SURF A LOT ON THE INTERNET
77,01-12-23 17:30,9,La pagina es amigable,THAT THEY GIVE THE TOTAL PRICE PER QUOTED TICKET
78,01-12-23 17:31,10,todo muy facil,Great
79,01-12-23 17:32,9,por el precio e información,excelent service
80,01-12-23 17:39,9,esta bien,"The amount to pay in the cart does not match the amount that is displayed when selecting the card payment. Therefore, IT DOES NOT ALLOW TO MAKE THE PAYMENT"
81,01-12-23 17:44,9,COSTO Y FACILIDAD DEL VIAJE,He did not show me anything or allow me to make my purchase
82,01-12-23 17:44,10,RAPIDES EN RESERVACIONES,punctualities
83,01-12-23 17:47,10,Todas.,"They sent me a notification that my flight was changed and they did not send me any information about the change, such as what time my flight leaves, I am dialing the numbers that they have on their page and they do not answer me"
84,01-12-23 17:51,10,TODO RAPIDO,good programs
85,01-12-23 17:51,10,por la practicidad para comprar lo vuelos,"I can't access my account, and it won't let me change my password either"
86,01-12-23 17:51,2,You didn't accept the card I wanted to use which was a visa so I had to use another one which was inconvenient. And the flight was expensive and I can't even bring a checked bag that weighs more than 33? also ridiculous,"How to download the ticket, I can't download the flight ticket"
87,01-12-23 17:53,10,TODO FACIL,I can't reset my account password
88,01-12-23 18:01,9,demasiada informacion repetida si no le sabes puedes agregar costos adicionales,I DO NOT UNDERSTAND THE INFORMATION ABOUT MY RETURN BAGGAGE.
89,01-12-23 18:01,10,facil de entender,"It doesn't give you the option to buy the flights, if it doesn't work it would be cool if they don't say because one gets good prices but doesn't let you pay"
90,01-12-23 18:03,10,TARIFAS ECONOMICAS AL ALCANCE DE TODOS,AND
91,01-12-23 18:04,10,"ES MUY FACIL INTERACTUAR CON ELLA PARA LA COMPRA DE VUELOS, CHECK IN Y REVISIÓN DE OTROS TEMAS DE INTERES COMO COTIZAR...",I can't remove that refund
92,01-12-23 18:15,10,Amazing!,They are the best
93,01-12-23 18:16,10,Muy intuitiva,"hello, it won't let me make the reservation, previously it wouldn't let me pay with my VISA credit card"
94,01-12-23 18:17,10,muy facil de usar y rapido,"The seat selection appeared at 22 pesos and then it went up to 180. It really seems unreasonable to me, very very bad, always trying to squeeze the most out of the consumer."
95,01-12-23 18:17,10,Muy facil,"Good afternoon, The problem on the page to buy flights from Monterrey to Oaxaca in the calendar says $123 MN and when you click continue it goes up to $621 or another amount plus TUA, I think they should review that error. Greetings!"
96,01-12-23 18:18,0,en lo que hacia el pago me dieron que ya no estaba disponible la tarifa,I can't add the passport number to the flight
97,01-12-23 18:18,10,"Muy amigable al navegar, se entiende todo. Funciona rápido.","It won't let me register because it says I already have an active account, I suppose it's linked to my ETN account but it won't accept my password and it won't let me recover either, either by email or SMS, the page is stunned."
98,01-12-23 18:19,10,EXCELENTE SERVICIO,Your system is very easy to use.
99,01-12-23 18:23,10,EXCELENTES PRECIOS,never works
100,01-12-23 18:24,9,nomas,"I was trying to make a ticket change, and I was going to pay for it, but the payment was rejected several times. When I call customer service, they tell me that it is because it is in COL pesos and they only receive payments in MXN or USD. In such a case they should only put those 2 options on the website. The girl undoes the change and tells me to try again on the page, now the page says that I can't make a change anymore because I have exceeded the number of changes allowed. I call again and they tell me that it is a problem with the website, that it appears to them in the system that I can make changes. The only option then to make the change is by phone, paying a much higher rate and putting my personal data at risk. Terrible service."
101,01-12-23 18:27,0,BAJAR LOS PRECIOS,"At the end it just says ""sorry"""
102,01-12-23 18:29,0,meses sin interes,"Because they do not have direct flights from Guadalajara to Nuevo Laredo, since it is very problematic to connect from Nuevo Laredo to Piedras Negras"
103,01-12-23 18:30,7,Dejar de poner por default opciones como seguros y demás que solo hacen que gastes más e igual poner los precios desde el inicio ya con TUA,that one can select more than one passenger
104,01-12-23 18:31,7,Hagan más fácil el hacer cambios antes de pagar,Cheers
105,01-12-23 18:32,10,eficiencia,Hello. How can I change my email and username? I changed my email but the user still has the previous email. The new correct one is miadrian5@hotmail.com
106,01-12-23 18:32,10,es muy facil para reservar ademas de buenas tarifas,HOW DO I ACCUMULATE MY TRAVEL IF I DID NOT HAVE ACCESS TO MY SECURITY CODE
107,01-12-23 18:34,10,facil y rapida,cheapest and most direct flights
108,01-12-23 18:34,7,Meten muchos pasos inecesarios,"I registered on the doters page and bought a trip and they didn't generate points. The truth is that that bothers me, because the page I can't enter my doters account takes a long time to load"
109,01-12-23 18:35,10,es sencillo navegar en ella y se entiende bien,I can't reset my password... It doesn't give an option to do it. I write the digits that it sends to my email and it DOES NOTHING!!!!
110,01-12-23 18:38,10,TODO BIEN,"My wife was told that she had to pay for her flight and that was not the case, she says that the person told her that she had a lot of people who could not attend her"
111,01-12-23 18:39,10,"BUENOS PRECIOS, BUEN SERVICIO LO ÚNICO MALO QUE SIEMPRE TIENEN RETRASOS EN SUS VUELOS",This page does not allow registration. And there are several errors
112,01-12-23 18:40,8,mejores precios en los asientos,that does not fail
113,01-12-23 18:42,2,No me dejo hacer pago con tarjetas,I don't want full refund insurance
114,01-12-23 18:43,9,Es muy accesible,It was not possible to earn points when buying my trips with your ETN business partner
115,01-12-23 18:44,9,muy buena su pagina con información explicita y rápida... gracias,Noe lets change the password
116,01-12-23 18:50,10,Fácil y rápido,It won't let me reset my password
117,01-12-23 18:54,10,bendiciones,"It takes a long time, right now I was left to change the password and it doesn't go from there"
118,01-12-23 18:54,10,Por la opción de  cierta cantidad de cambios sin costo.,"It is very difficult to use the doters, the page is not easy and so far I have not been able to buy the flight with the doters"
119,01-12-23 18:56,10,rapidez,"When writing the email, I missed a letter when I realized that situation, no correction can be made to the situation. Also do not shorten the flight dates, they cause confusion in my case I was confident of my flight and I realized the situation in time to make a flight change"
120,01-12-23 18:56,9,Muy amigable la pagina,I am already registered and I have a session and I have bought several flights and no points are generated!
121,01-12-23 18:57,9,"Porque tienen variedad de horarios y destinos y aunque es molesto que cobren por todos los extras, sus multiples destinos ayudan mucho.",It does not allow me to select zero rate and therefore I cannot continue my purchase.
122,01-12-23 18:59,10,Excelente servicio,"I put the code to change my password and there is no button to continue, this app is garbage."
123,01-12-23 18:59,9,los horarios y escalas son muy extenss,"It does not allow you to set the date correctly, it gets stuck in the year 2005"
124,01-12-23 19:00,8,muchos clics,The page contains good prices.
125,01-12-23 19:01,8,Mas consejos para primerisos por que soy primerizo y no estaba seguro de algunas cosas,Your system does not allow me to enter the RFC or the country Mexico. What's happening?
126,01-12-23 19:01,9,rapido y acceso facil,"New destinations cannot be entered on the page. I would like to change the flight I have (Chihuahua - CDMX) to La Paz/San Jose de Cabo- CDMX, if possible."
127,01-12-23 19:02,10,excelente portal,to conclude my payment it tells me to try again and my payment does not go through
128,01-12-23 19:08,9,"Es facil, pero ofrece muchas cosas que creo no necesito, algo molesto, pero no como para no usarla o recomendarla",Why is this without an option to modify? Is it mandatory cost?
129,01-12-23 19:09,10,precios accesibles y gran servicio al cliente,It won't let me choose the rate and I can't continue with the purchase!!!!
130,01-12-23 19:10,10,Practico,"That I constantly travel in ETN but the reward program does not help at all, it is a discount on parcels that I never use and on the weight of luggage that I never carry"
131,01-12-23 19:15,8,NO HACIENDO CANCELACIONES NI CAMBIOS DE HORARIOS A ULTIMA HORA.  RESPETAR LO QUE SE COMPRO,It's nice think of one
132,01-12-23 19:16,10,EL SISTEMA DE COMPRAS ESTÁ MUY AGIL.,that they leave at the scheduled time
133,01-12-23 19:22,10,muy buen servicio,They sent me the password code but it does not accept it
134,01-12-23 19:27,10,LO PUDE HACER,Very good service :)
135,01-12-23 19:29,10,GRACIAS,Offers
136,01-12-23 19:30,10,EL SERVICIO EN LA PLATAFORMA ES EXCELENTE,Because I can't use doters so that the ticket is cheaper 5 days ago with doters the ticket cost $203 dollars
137,01-12-23 19:30,9,"sencillo y claro, con buena velocidad","Cannot reset the password, in case of forgetfulness"
138,01-12-23 19:32,10,EXCLENTE SERVICIO,"The system is very bad, very slow, with obstacles, and logins are always a headache."
139,01-12-23 19:33,9,POR LA FLEXIBILIDAD Y PRECIO,Excellent service
140,01-12-23 19:34,9,El servicio fue rapido,You can't pay and customer service is useless
141,01-12-23 19:36,10,MUY BUENA APLICACION,The experience of a good trip
142,01-12-23 19:37,10,economia y facilidad,IT'S GOOD FUCKING EXPENSIVE NO MAMEN
143,01-12-23 19:38,9,OK,It does not send me an email to recover my password
144,01-12-23 19:40,10,rapidez,Unsubscribe me
145,01-12-23 19:40,10,High quality attention and service,because if we are in Mexico the prices appear in the dlls?
146,01-12-23 19:44,10,Es fácil,It does not work
147,01-12-23 19:47,10,Sí recomendaría,MANY MANEUVERS TO RESERVE
148,01-12-23 19:48,9,Facil de reservar,It does not work
149,01-12-23 19:55,10,FACIL,"WHY DO YOU CHARGE MY SEAT??????? no way to stop that is part of the trip!!!! I totally understand about the suitcase, but the seat?"
150,01-12-23 19:55,9,"Es práctica su página WEB, gracias.",Does not send the code to recover the password
151,01-12-23 19:57,10,exelente  tiempo,Why do they charge me for the seat if I'm already paying for the ticket? I don't understand
152,01-12-23 19:58,10,sii,In my email it says that I am already a points winner and in my zero profile
153,01-12-23 19:58,10,Precios accesibles,it does not allow to remove the preselection of vivaplay
154,01-12-23 20:00,10,Ha sido muy clara,Check-in does not work
155,01-12-23 20:01,9,agilidad en el servicio,"When I put the verification code, it doesn't let me go past the last number, they all go black except the last one and it doesn't allow me to continue with the verification"
156,01-12-23 20:02,9,muy facil y rapido,It does not allow me to choose the class nor can I make the purchase
157,01-12-23 20:04,4,poor,"I don't understand why they charge this in a car, I'm not interested in buying that ""insurance"" or whatever"
158,01-12-23 20:04,10,practica,"Good afternoon, I would like to know the round cost of 1 adult 4 children"
159,01-12-23 20:08,10,Me gusta,I can't reset my password I already entered the code and nothing
160,01-12-23 20:09,10,facil y rapido,They sent me an email that I could check in my tickets and when I enter the page it tells me that until 5 days...
161,01-12-23 20:11,10,bueno,I have made 3 purchases and I have not obtained points.
162,01-12-23 20:11,10,el precio y facil de usar su pagina,"BECAUSE I HAD TO GO TO CULIACAN EMERGENCY BECAUSE MY DAD DIED AND NOBODY RESOLVES ME TO BE ABLE TO CHANGE MY TICKET, I CANNOT TALK TO ANYONE"
163,01-12-23 20:16,10,por que es muy buen servicio para los clientes,"Put the total price, do not mislead or confuse passengers with costs not considered from the beginning"
164,01-12-23 20:17,10,Me gusta mucho la plataforma y la facilidad con la que podemos usar esto,make it greener
165,01-12-23 20:17,8,Varios certificados,Can't send me my password
166,01-12-23 20:18,9,MUY BIEN,"He gave me a price and when I was about to complete the payment all that came out was an apology that the price was no longer available, to select it again and increase it by 150 dollars more per ticket, that's not right, lousy service, a complete abuse"
167,01-12-23 20:18,10,es buena,"I registered and it tells me that I have 2,000 points and when I enter my account it says that I don't have any points."
168,01-12-23 20:20,8,"ME PARECE POCO CONFIABLE QUE AL VISUALIZAR LOS PRECIOS DE LOS ASIENTOS, PRIMERO MUESTRA UN PRECIO BAJO, Y AL DARLE CLICK PARA SELECCIONAR EL ASIENTO, EL PRECIO AUMENTA Y NO ES EL MISMO QUE SE MOSTRABA ANTES DE SELECCIONARLO.",Excellent!
169,01-12-23 20:24,10,OK,Hhh
170,01-12-23 20:25,8,tuve ´problemas con la tarjeta de crediro visa de EEUU,"They have not given me any points for registering or for buying tickets, the system is very bad"
171,01-12-23 20:26,10,Muy accesible y facil de usar la plataforma,"Why do you add an additional service that I am not requesting, why do you include it if I do not request it? and it increases the cost of the flight with ""full refund"""
172,01-12-23 20:27,8,En ser mas claro en el formato de reservaciones,cannot move forward and does not present an explanation of the reason
173,01-12-23 20:27,10,BIEN,it won't let me make the payment
174,01-12-23 20:29,10,todo rapido y agil,"The prices change. It says a price and change with other things, full refund?? Wtf and other costs I don't understand."
175,01-12-23 20:31,10,.,"The truth is, it wasn't the chat, but the system wouldn't let me change the option of departure or return days, I changed it and the options that were at the beginning reappeared."
176,01-12-23 20:35,10,Son bien chidos!,Congratulations on this new way of traveling
177,01-12-23 20:36,2,"no aceptan ninguna tarjeta ya, tarjetas visa y american express salia que no se podia pagar con ellas","I. They called from a line and told me that I had earned 55,000 doters points but they tried to get me to authorize a charge for a plan that was somewhat confusing and I checked and I don't have any doter points to use my card. The phone number they gave me is 5554800986"
178,01-12-23 20:38,10,Todo bien,"It would be great if they included the selection of seats BEFORE asking for the information of the passengers and that the charge for suitcases is not so expensive or at least that is what PROFECO says, that a carry-on suitcase has to be included."
179,01-12-23 20:40,9,NINGUNO,N
180,01-12-23 20:40,10,BIEN,They took away all the points I had accumulated!!
181,01-12-23 20:42,10,ALL GOOD,BECAUSE THEY CHARGE A FULL REFUND AS I REMOVE IT I DON'T WANT TO PAY IT
182,01-12-23 20:43,10,segura y eficiente,"Your page does not work, you cannot log in, the password is reset to a new one and it does not allow you to log in either"
183,01-12-23 20:43,10,eficaces,"THEY ARE GIVING ME A ""TOTAL REFUND"" CHARGE THAT I NEVER ASKED FOR AND THE OPTION TO DEACTIVATE IT IS NOT SEEN ANYWHERE, I ALREADY RETURNED TO ALL THE PREVIOUS TABS AND THEY HAVE HIDDEN WHERE IT IS DEACTIVATED"
184,01-12-23 20:47,7,SER MAS ACCESIBLES CON LAS MALETAS,I bought a ticket at etn and when he told me that he would enter doters he always told me that he did not recognize the user. Appalling
185,01-12-23 20:54,7,Dando opción de elegir si tu quieres algo y no tener que verlo y luego elegir,I can't open the account I put the password and there it stays thinking and the page says that it is valid for 3 seconds it is illogical
186,01-12-23 20:56,10,Muy amigable,Can never log in...
187,01-12-23 21:04,2,"simplificando su pagina, que sea mas fácil de usar, esta demasiado llena de palabras y frases innecesarias","It did not let me enter my account, I wanted to generate another password because according to what Yeni had, it was wrong and she could never send the confirmation to my number or registered emails."
188,01-12-23 21:06,10,SON EFICASES,And
189,01-12-23 21:07,1,cambiando toda la estructura de servicio al cliente. muy mal,It does not let me pay. Or complete my purchase.
190,01-12-23 21:09,10,rápida y segura,Cool
191,01-12-23 21:10,8,Todo bien `por el momento,because one has to pay that TUA tax and also too expensive
192,01-12-23 21:13,0,te dicen un precio y al final es el triple,All
193,01-12-23 21:14,0,Como es posible que en cuestion de minutos hayan aumentado los precios de los vuelos que ya tenia seleccionados,"It is understood that 2 pesos is equal to a doter, but nowhere in its Terms and Conditions does it say 1 doter is equal to how much it is to know what product I can exchange it for. It is totally ambiguous, it is not clear how you can use them, and it is a great pity that one must wait more than 7 days for the points to be reflected. They should invest in their IT area or provider so that the points are reflected at the time of the transaction. By the way, their call center operators do not know how to explain either, be careful there in the training, no one so far has been able to solve my doubt about the equivalence of a doter, or with how many can I buy an ETN ticket, etc."
194,01-12-23 21:16,10,Es facil buscar los viajes,comments that are not necessary
195,01-12-23 21:17,7,dejen de poner por default las opciones de reembolso y sean mas claros con las tarifas.,How can I earn points with flights that I already bought yesterday and today if I just joined?
